Date,Time,CPU Core 1 (C),CPU Core 2 (C),CPU Core 3 (C),CPU Core 4 (C),CPU PECI (C),CPU Proximity (C),CPU System Agent Core (C),AMD Radeon GPU (C),AMD Radeon GPU Proximity (C),Intel Iris Pro GPU (C),Battery Sensor 1 (C),Battery Sensor 2 (C),Battery Sensor Max (C),Air Flow Proximity (C),AirPort Proximity (C),Heatpipe Outgoing Air (C),Heatpipe Outgoing Air (C),Left Heatsink Proximity (C),Platform Controller Hub Die (C),Right Heatsink Proximity (C),Memory Module Proximity (C),Memory Slot (C),Palmrest Proximity (C),Palmrest Proximity (C),SSD A (C),SSD B (C),CPU Average (C),Computer Average (C),Left Side (RPM),Right side (RPM),Fan Average (RPM),Shutdown Reason,Fan Diagnostics,Sensor Diagnostics
2016-05-09,13:33:42,61,60,60,61,61,53,59,58,55,60,32,32,32,35,44,40,41,50,53,47,47,46,29,28,39,38,59,47,2152,2000,2076,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:33:43,61,61,59,60,61,52,60,58,55,59,32,32,32,35,44,40,41,50,53,47,47,46,29,29,39,38,59,47,2154,2004,2079,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:33:44,60,59,57,60,61,53,59,58,55,59,32,32,32,35,44,40,41,50,53,47,47,46,29,29,39,38,59,47,2174,1997,2085,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:33:45,63,62,59,61,62,53,60,58,55,59,32,32,32,35,44,40,41,49,53,46,47,46,29,29,39,38,60,47,2158,2003,2080,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:33:46,62,62,61,61,64,53,60,59,55,60,32,32,32,35,44,40,41,50,53,47,46,46,29,28,39,38,61,47,2152,1994,2073,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:33:47,61,60,59,60,61,53,59,58,55,59,32,32,32,35,44,40,41,50,53,47,47,46,29,29,39,38,59,47,2152,2002,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:33:48,62,61,58,60,61,53,59,58,55,60,32,32,32,35,44,40,41,50,53,47,46,46,29,28,39,38,59,47,2169,2003,2086,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:33:49,61,61,60,61,61,53,59,58,55,58,32,32,32,35,44,40,41,50,52,47,47,46,29,28,39,38,59,47,2173,2001,2087,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:33:50,61,60,58,59,61,53,60,58,55,59,32,32,32,35,44,40,41,50,52,47,47,46,29,28,39,38,59,47,2152,2003,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:33:51,62,61,58,61,61,53,60,58,55,59,32,32,32,35,44,40,41,50,52,47,47,46,29,29,39,38,59,47,2152,1998,2075,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:33:52,62,60,59,60,61,53,60,58,55,58,32,32,32,35,44,40,41,50,52,47,47,46,29,29,39,38,59,47,2162,2003,2082,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:33:53,61,62,60,62,62,53,61,58,54,59,32,32,32,35,44,40,40,49,52,47,46,46,29,28,39,38,60,47,2174,1990,2082,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:33:54,63,61,60,61,62,53,60,58,55,59,32,32,32,35,44,40,40,50,52,47,47,46,29,29,39,38,60,47,2161,2002,2081,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:33:55,64,63,61,63,62,53,60,58,54,59,32,32,32,35,44,40,40,49,52,47,46,46,29,29,39,38,61,47,2152,2003,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:33:56,62,62,60,61,63,53,60,58,54,58,32,32,32,35,44,40,40,49,52,47,46,46,29,28,39,38,60,47,2152,1997,2074,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:33:57,60,62,60,62,62,53,59,58,54,59,32,32,32,35,44,40,40,49,52,47,46,46,29,28,39,38,60,47,2162,2003,2082,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:33:58,58,59,57,58,60,53,58,58,54,58,32,32,32,35,44,40,41,49,52,47,46,46,29,28,38,38,58,46,2175,2003,2089,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:33:59,60,60,59,60,61,53,60,58,54,57,32,32,32,35,44,40,41,50,52,47,46,46,29,28,38,38,59,47,2154,2001,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:00,68,66,66,70,66,53,62,58,54,59,32,32,32,35,44,40,41,48,52,47,46,46,29,28,38,38,64,48,2153,2003,2078,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:01,62,61,61,60,62,53,61,58,54,59,32,32,32,35,44,40,41,50,52,47,46,46,29,29,38,38,60,47,2153,1991,2072,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:02,61,60,60,63,63,53,59,58,54,58,32,32,32,35,44,40,41,49,52,47,46,46,29,28,38,38,60,47,2163,2002,2082,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:03,61,60,60,63,63,52,59,58,54,59,32,32,32,35,44,40,41,49,52,47,46,46,29,28,38,38,60,47,2162,1994,2078,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:04,61,60,59,59,61,52,59,58,54,59,32,32,32,35,44,40,41,49,52,47,46,46,29,28,38,38,59,47,2155,2003,2079,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:05,62,62,62,61,62,53,61,58,54,58,32,32,32,35,44,40,41,49,52,47,46,46,29,29,38,38,60,47,2163,2003,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:06,61,61,59,60,62,53,59,58,54,59,32,32,32,35,44,40,41,49,52,47,46,46,29,29,38,38,59,47,2165,2001,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:07,61,60,59,62,60,53,58,58,54,59,32,32,32,35,44,40,41,49,52,47,46,46,29,28,38,38,59,47,2151,2003,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:08,64,62,61,63,62,53,61,58,54,59,32,32,32,35,44,40,41,49,52,47,46,46,29,29,38,38,61,47,2161,1995,2078,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:09,65,64,63,64,67,52,61,59,54,60,32,32,32,35,44,40,41,49,52,46,46,46,29,29,38,38,62,48,2174,2002,2088,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:10,64,62,63,63,64,53,61,58,54,59,32,32,32,35,44,40,41,49,52,47,46,46,29,29,38,38,61,47,2158,2003,2080,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:11,61,59,60,60,62,53,60,58,54,59,32,32,32,35,44,40,41,49,52,47,46,46,29,29,38,38,59,47,2153,1997,2075,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:12,61,60,58,59,61,53,59,58,54,59,32,32,32,35,44,40,41,50,52,46,46,46,29,29,38,38,59,47,2153,2003,2078,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:13,74,73,70,73,65,53,63,58,54,60,32,32,32,35,44,40,41,49,52,47,46,46,29,29,38,38,67,49,2170,1993,2081,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:14,63,62,61,62,64,53,61,59,54,60,32,32,32,35,44,40,41,49,52,47,46,46,29,29,38,38,61,47,2173,2001,2087,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:15,64,61,61,61,63,53,60,58,54,59,32,32,32,35,44,40,41,49,52,46,46,46,29,29,38,38,60,47,2153,2002,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:16,65,63,62,64,64,53,61,59,54,61,32,32,32,35,44,40,41,49,52,46,46,46,29,29,38,38,62,47,2153,2001,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:17,61,61,59,61,62,53,60,59,54,60,32,32,32,35,44,40,41,49,52,46,46,46,29,29,38,38,60,47,2155,2000,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:18,64,62,61,64,62,53,62,59,54,59,32,32,32,35,44,40,41,49,52,47,46,46,29,29,38,38,61,47,2174,2003,2088,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:19,67,66,67,67,67,53,63,58,54,60,32,32,32,35,44,40,41,49,52,47,46,46,29,29,38,37,64,48,2153,1994,2073,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:20,73,69,70,71,67,53,63,59,54,60,32,32,32,35,44,40,41,49,52,47,46,46,29,29,38,37,67,49,2150,2001,2075,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:21,61,61,61,60,64,52,61,58,55,59,32,32,32,35,44,40,41,50,52,47,46,46,29,29,38,37,60,47,2152,2003,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:22,65,62,63,62,64,52,60,59,55,59,32,32,32,35,44,40,41,50,52,47,46,46,29,29,38,37,61,47,2174,1993,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:23,65,63,65,63,65,53,61,59,55,60,32,32,32,35,44,40,41,50,52,47,46,46,28,29,38,37,62,48,2159,2002,2080,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:24,63,61,60,64,63,53,60,59,55,62,32,32,32,35,44,40,41,49,52,46,46,46,28,29,38,37,60,47,2153,2004,2078,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:25,62,60,59,60,63,53,61,59,55,60,32,32,32,35,44,40,41,50,52,47,46,46,28,29,38,37,60,47,2153,1996,2074,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:26,62,62,60,62,61,53,61,59,55,59,32,32,32,35,44,40,41,50,52,47,46,46,28,29,38,37,60,47,2162,2002,2082,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:27,63,61,60,60,62,53,61,58,55,60,32,32,32,35,44,40,41,50,51,47,46,46,28,29,38,37,60,47,2173,2002,2087,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:28,80,77,78,79,76,53,65,60,55,61,32,32,32,35,44,40,41,50,51,47,46,46,28,29,38,37,73,50,2152,1999,2075,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:29,70,69,70,70,71,53,64,60,55,61,32,32,32,35,44,40,41,49,51,47,46,46,29,29,38,37,67,49,2149,2002,2075,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:30,69,66,66,64,71,54,64,60,54,61,32,32,32,35,44,40,41,50,51,47,46,46,29,29,38,37,65,48,2168,2003,2085,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:31,66,63,64,64,66,54,62,61,55,62,32,32,32,35,44,40,41,50,51,47,46,46,29,29,38,37,63,48,2175,1993,2084,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:32,64,63,64,64,64,54,61,61,55,61,32,32,32,35,44,40,41,50,51,47,46,46,29,29,38,37,62,48,2153,2001,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:33,69,69,68,69,65,54,63,60,55,61,32,32,32,35,44,40,41,50,51,47,46,46,29,29,38,37,65,48,2153,2004,2078,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:34,67,61,64,64,66,54,62,60,55,61,32,32,32,35,44,40,41,50,51,47,46,46,29,29,38,37,63,48,2153,1996,2074,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:35,64,63,64,64,66,54,62,60,55,61,32,32,32,35,44,40,41,50,51,47,46,46,29,29,38,37,62,48,2173,2002,2087,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:36,64,63,62,62,65,54,62,60,55,61,32,32,32,35,44,40,41,50,51,46,46,46,29,29,38,37,62,47,2164,2002,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:37,63,64,63,66,64,54,62,60,55,60,32,32,32,35,44,40,41,50,52,47,46,46,28,29,38,37,62,48,2152,1996,2074,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:38,63,63,63,62,64,54,61,60,55,61,32,32,32,35,44,40,41,50,52,46,46,45,28,29,38,37,61,47,2150,2002,2076,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:39,63,61,60,60,63,54,60,60,55,61,32,32,32,35,44,40,41,50,52,47,46,45,28,29,38,37,60,47,2161,2003,2082,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:40,65,68,64,66,63,54,63,60,55,61,32,32,32,35,44,40,41,50,52,47,46,45,28,29,38,37,63,48,2174,1996,2085,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:41,63,61,60,62,62,54,61,60,55,60,32,32,32,35,44,40,41,50,52,47,46,45,28,29,38,37,60,47,2156,2002,2079,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:42,62,61,61,60,62,54,61,60,55,61,32,32,32,35,44,40,41,50,52,47,46,45,28,29,38,37,60,47,2152,2002,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:43,60,61,60,62,63,54,60,59,55,61,32,32,32,35,44,40,41,50,52,47,46,45,29,29,38,37,60,47,2152,2000,2076,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:44,61,63,59,61,62,54,60,59,55,59,32,32,32,35,44,40,41,50,52,47,46,45,29,29,38,37,60,47,2162,2002,2082,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:45,63,61,58,61,62,53,61,58,55,59,32,32,32,35,44,40,41,50,52,47,46,45,29,29,38,37,60,47,2175,2003,2089,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:46,63,61,58,61,62,53,61,58,55,59,32,32,32,35,44,40,41,50,51,47,46,45,29,29,38,37,60,47,2152,1996,2074,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:47,61,61,59,61,63,53,61,59,55,60,32,32,32,35,44,40,41,50,51,47,46,45,29,29,38,37,60,47,2151,2002,2076,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:48,62,60,58,60,61,53,61,59,54,59,32,32,32,35,44,40,41,50,51,47,46,45,29,29,38,37,59,47,2151,2003,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:49,60,60,59,59,61,53,60,58,54,59,32,32,32,35,44,40,41,50,51,47,46,45,29,29,38,37,59,47,2173,1990,2081,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:50,63,61,59,60,61,52,60,59,54,59,32,32,32,35,44,40,41,50,51,47,46,45,29,29,38,37,59,47,2174,2002,2088,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:51,65,63,63,63,66,53,60,59,55,59,32,32,32,35,44,40,41,50,51,47,46,45,29,29,38,37,62,47,2153,2002,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:52,69,69,68,65,70,52,62,58,55,60,32,32,32,35,44,40,41,50,52,46,46,45,29,29,38,37,65,48,2153,1990,2071,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:53,61,63,61,61,63,52,60,59,55,59,32,32,32,35,44,40,41,50,52,46,46,45,29,29,38,37,60,47,2154,2002,2078,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:54,64,62,61,61,62,53,61,59,55,60,32,32,32,35,44,40,41,50,52,47,46,45,29,29,38,37,60,47,2170,2002,2086,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:55,76,73,70,72,68,53,64,59,55,60,32,32,32,35,44,40,41,50,52,47,46,45,29,29,38,37,68,49,2169,1995,2082,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:56,64,61,62,62,66,53,62,61,55,61,32,32,32,35,44,40,41,50,52,47,46,45,29,30,38,37,61,48,2152,2001,2076,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:57,63,63,62,61,65,53,62,61,55,61,32,32,32,35,43,40,41,50,52,47,46,45,29,29,38,37,61,47,2150,2002,2076,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:58,70,74,68,70,71,53,64,60,55,61,32,32,32,35,43,40,41,50,52,47,46,45,29,29,38,37,67,49,2169,2002,2085,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:34:59,69,66,64,65,68,53,63,61,55,61,32,32,32,35,43,40,41,50,52,47,46,45,29,30,38,37,64,48,2174,1990,2082,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:00,69,67,67,66,66,54,64,61,55,61,32,32,32,35,43,40,41,50,52,47,46,45,29,29,38,37,65,48,2153,2001,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:01,77,75,72,75,71,54,66,61,55,62,32,32,32,35,43,40,40,50,52,47,46,45,29,29,38,37,70,50,2153,2002,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:02,71,69,67,68,72,54,65,61,56,63,32,32,32,35,43,40,40,51,52,46,46,45,29,29,38,37,67,49,2153,2002,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:03,68,68,67,67,72,54,64,62,55,62,32,32,32,35,43,40,41,50,52,47,46,45,29,30,38,37,66,49,2166,2000,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:04,83,80,77,80,72,54,67,62,56,63,32,32,32,35,43,40,41,51,52,46,46,45,29,29,38,38,73,51,2174,2003,2088,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:05,68,66,65,66,69,54,65,62,56,63,32,32,32,35,43,40,41,50,52,47,46,45,29,30,39,38,65,49,2153,2001,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:06,66,65,63,64,66,55,63,62,56,63,32,32,32,35,43,40,41,51,52,47,46,45,29,30,39,38,63,48,2152,2000,2076,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:07,64,63,62,62,65,55,63,62,56,64,32,32,32,35,43,40,41,51,52,47,46,45,29,30,39,38,62,48,2153,2002,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:08,65,63,62,63,65,55,63,62,56,63,32,32,32,35,43,40,41,51,51,47,46,45,29,29,39,38,62,48,2168,2002,2085,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:09,65,64,61,63,65,55,63,62,56,62,32,32,32,35,43,40,41,51,51,47,46,45,29,30,39,38,62,48,2175,1992,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:10,65,65,62,65,65,55,62,62,56,63,32,32,32,35,43,40,41,51,51,46,46,45,29,29,39,38,63,48,2152,2002,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:11,73,67,66,72,67,54,65,62,56,63,32,32,32,35,43,40,41,51,51,46,46,45,29,30,39,38,66,49,2152,2002,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:12,64,63,62,65,66,55,63,62,56,62,32,32,32,35,43,40,41,51,51,46,46,45,29,30,39,38,63,48,2154,2002,2078,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:13,65,63,61,64,65,55,63,61,56,62,32,32,32,35,43,40,41,51,51,47,46,45,29,30,39,38,62,48,2174,2000,2087,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:14,66,64,64,64,66,55,63,61,56,62,32,32,32,35,43,40,41,50,51,46,46,45,29,30,39,38,63,48,2157,2002,2079,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:15,67,65,63,65,67,55,63,61,57,62,32,32,32,34,43,40,41,51,51,46,46,45,29,30,39,38,64,48,2152,2002,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:16,64,65,66,64,65,55,62,61,56,63,32,32,32,35,43,40,41,50,51,47,46,45,29,29,39,38,63,48,2152,1996,2074,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:17,80,71,70,68,75,55,66,62,56,63,32,32,32,35,43,40,41,50,51,46,46,45,29,30,39,38,69,50,2162,2003,2082,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:18,68,66,66,68,72,55,65,62,56,63,32,32,32,35,44,40,41,51,51,47,46,45,29,29,39,38,66,49,2173,2003,2088,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:19,66,65,64,64,67,55,64,62,57,63,32,32,32,35,44,40,41,51,51,47,46,45,29,30,39,38,64,48,2159,1997,2078,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:20,77,74,73,76,68,55,66,62,56,64,32,32,32,35,44,40,41,51,51,47,46,45,29,29,39,38,70,50,2152,2002,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:21,82,81,76,80,75,55,67,62,57,62,32,32,32,34,44,40,41,51,51,47,46,45,29,29,39,38,74,51,2152,2002,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:22,75,76,75,77,78,54,68,63,57,64,32,32,32,34,44,40,41,51,51,46,46,45,29,29,39,38,72,51,2165,1989,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:23,77,75,75,74,82,55,68,64,57,65,32,32,32,34,44,40,41,51,51,47,46,45,29,29,39,38,72,51,2174,2000,2087,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:24,72,70,69,69,72,56,66,64,57,64,32,32,32,35,44,40,41,51,51,47,46,45,29,29,39,38,68,50,2154,2003,2078,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:25,71,68,68,67,70,56,66,64,57,64,32,32,32,35,44,40,41,51,51,47,46,45,29,30,39,38,67,49,2151,2002,2076,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:26,69,67,66,67,70,56,66,64,56,64,32,32,32,35,44,40,41,51,51,47,46,45,29,29,39,38,66,49,2152,2000,2076,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:27,71,68,69,71,70,56,66,63,56,64,32,32,32,35,44,40,41,51,51,47,46,45,29,29,39,38,67,49,2169,2002,2085,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:28,67,69,65,65,68,56,65,63,57,65,32,32,32,35,44,40,41,51,51,47,46,45,29,30,39,38,65,49,2174,1993,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:29,67,69,65,65,68,56,65,63,57,65,32,32,32,35,44,40,41,51,51,47,46,45,29,30,39,38,65,49,2152,2002,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:30,68,68,67,68,69,56,66,63,57,64,32,32,32,35,44,40,41,51,51,47,46,45,29,29,39,38,66,49,2152,2002,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:31,68,66,66,67,67,56,64,62,57,64,32,32,32,34,44,40,41,51,51,47,46,45,29,29,39,38,65,49,2155,1993,2074,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:32,68,67,66,66,68,56,65,63,57,63,32,32,32,34,44,40,41,51,51,47,46,45,29,29,39,38,65,49,2174,2002,2088,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:33,65,66,70,66,68,56,65,63,57,65,32,32,32,35,44,40,41,51,51,47,46,45,29,29,39,38,65,49,2157,2003,2080,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:34,66,64,63,67,67,56,65,63,57,64,32,32,32,34,44,40,41,51,51,47,46,45,29,29,39,38,64,48,2152,1990,2071,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:35,64,65,65,63,66,56,63,63,57,63,32,32,32,35,44,40,41,51,51,47,46,45,29,29,39,38,63,48,2152,2002,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:36,66,64,64,64,66,56,64,62,57,63,32,32,32,34,44,40,41,51,51,47,46,45,29,29,39,38,63,48,2169,2004,2086,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:37,65,64,63,64,65,56,64,62,57,64,32,32,32,35,44,40,41,51,51,47,46,45,29,29,39,38,63,48,2173,1990,2081,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:38,66,65,64,64,66,56,64,62,57,63,32,32,32,35,44,40,41,51,51,47,46,45,29,29,39,38,64,48,2151,2002,2076,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:39,67,65,65,64,66,56,64,62,57,63,32,32,32,35,44,40,41,51,51,47,46,45,29,29,39,38,64,48,2152,2003,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:40,65,67,63,65,65,55,63,62,57,62,32,32,32,34,44,40,41,51,51,47,46,45,29,29,39,38,63,48,2161,1997,2079,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:41,64,63,62,64,65,55,63,62,57,62,32,32,32,35,44,40,41,50,51,48,46,45,29,29,39,38,62,48,2174,2002,2088,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:42,65,64,63,63,65,55,62,61,56,63,32,32,32,35,44,40,41,50,51,47,46,45,29,29,39,38,62,48,2154,2003,2078,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:43,67,64,64,64,66,54,63,61,56,62,32,32,32,34,44,40,41,51,51,47,46,45,29,29,39,38,63,48,2152,1993,2072,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-09,13:35:44,67,65,64,65,67,55,64,61,57,63,32,32,32,35,44,40,41,50,51,47,46,45,29,29,39,38,64,48,2152,2001,2076,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
